options,'options'," ""option's""", 'potions', 'option', 'opt ions', 'opt-ions', 'portions'," ""potion's""", 'adoptions'," ""portion's"""," ""adoption's""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lines,'lines', 'liens'," ""line's""", 'liners', 'linens', 'kines', 'limes', 'lined', 'Ines', 'lies', 'line'," ""Lin's""", 'Linus', 'lanes', 'lings'," ""liner's""", 'lingers', 'lioness', 'loners', 'lens', 'lions', 'loins', 'liner', 'links', 'lints', 'Hines', 'dines', 'fines'," ""lien's""", 'likes', 'linen', 'lives', 'mines', 'nines', 'pines', 'sines', 'tines', 'vines', 'wines', 'zines', 'lingoes'," ""Lane's"""," ""Lina's"""," ""Lon's"""," ""lane's"""," ""ling's"""," ""lion's"""," ""loin's"""," ""loner's"""," ""LAN's"""," ""Len's"""," ""lime's"""," ""Lie's"""," ""Luna's"""," ""Lynne's"""," ""lie's"""," ""Aline's"""," ""Cline's"""," ""Kline's"""," ""linen's"""," ""Lind's"""," ""link's"""," ""lint's"""," ""Linus's"""," ""fine's"""," ""life's"""," ""like's"""," ""lingo's"""," ""mine's"""," ""nine's"""," ""pine's"""," ""sine's"""," ""tine's"""," ""vine's"""," ""wine's"""," ""Lana's"""," ""Lena's"""," ""Leno's"""," ""Lynn's"""," ""lens's""",,,,,,,,,,,,,,,,,,,,
iter,international, 'inter', 'otter', 'outer', 'utter', 'biter', 'liter', 'miter', 'niter', 'Ute', 'ute', 'item', 'IT', 'It', 'it', 'Oder', 'IDE', 'IED', 'Ito', 'ate', 'eater', 'eider', 'idea', 'it er', 'it-er', 'ET', 'uteri', 'OT', 'UT', 'Ut', 'tie', 'ire', 'tear', 'tee', 'ETA', 'eta', 'artier', 'ER', 'Er', 'IE', 'Ir', 'Te', 'er', 'iota', 'bitter', 'dieter', 'either', 'fitter', 'hitter', 'litter', 'rioter', 'sitter', 'tied', 'titter', 'witter', 'idler', 'inert'," ""o'er""", 'At', 'Ed', 'ID', 'at', 'ed', 'id', 'bite', 'cite', 'gite', 'kite', 'lite', 'mite', 'rite', 'site', 'its', 'tar', 'tea', 'tor', 'aide', 'gaiter', 'goiter', 'loiter', 'waiter', 'whiter', 'writer', 'Ester'," ""I'd""", 'after', 'alter', 'apter', 'aster', 'enter', 'ester'," ""e'er"""," ""it'd"""," ""it's""",,,,,,
ack,acknowledge, 'AK', 'Ac', 'ac', 'ck', 'Ark', 'ark', 'auk', 'Jack', 'Mack', 'back', 'hack', 'jack', 'lack', 'pack', 'rack', 'sack', 'tack', 'wack', 'zack', 'ARC', 'aka', 'arc', 'ax', 'ACT', 'act', 'ask', 'ace', 'oak', 'icky', 'Ag', 'EC', 'OK', 'UK', 'Eyck', 'Aug', 'Eco', 'ICC', 'ICU', 'age', 'ago', 'ecu', 'eek', 'irk', 'oik'," ""AC's"""," ""Ac's""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tracetagactivity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manager,'manager', 'managers', 'manage', 'manger', 'mangier', 'managed', 'manages', 'tanager', 'mange', 'manege', 'menage', 'monger', 'Managua'," ""manager's""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
parsed,'parsed', 'parses', 'arsed', 'pared', 'parse', 'passed', 'paused', 'pursed', 'parser', 'parked', 'parred', 'parsec', 'parted', 'Perseid', 'pursued', 'paced', 'posed', 'pissed', 'poised',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dh,designated hitter, 'DHS', 'duh', 'DJ', 'sh', 'D', 'H', 'd', 'h', 'Doha', 'DA', 'DD', 'DE', 'DI', 'Di', 'Du', 'Dy', 'dd', 'do', 'DC', 'DP', 'Dr', 'NH', 'dB', 'db', 'dc', 'dz', 'dhow', 'Ch', 'OH', 'Rh', 'Th', 'ah', 'ch', 'eh', 'oh', 'pH', 'uh', 'HT', 'ht', 'HDD', 'HI', 'Ha', 'He', 'Ho', 'ha', 'he', 'hi', 'ho', 'yd', 'TD', 'dash', 'dish', 'dosh', 'doth', 'DAR', 'DEA', 'DOA', 'DOE', 'DUI', 'Day', 'Dee', 'Dir', 'Doe', 'Dow', 'day', 'dew', 'die', 'doe', 'due', 'duo'," ""D's""", 'T', 't', 'huh',,,,,,,,,,,,,,,,,,,,,,,,,
windows,'Windows', 'windows'," ""window's""", 'windrows', 'widows', 'window', 'winnows'," ""Windows's""", 'winds'," ""wind's""", 'winders'," ""windrow's"""," ""widow's""", 'windrow', 'Windsor', 'winos', 'Windsors', 'wands', 'wends'," ""winder's"""," ""wino's"""," ""wand's"""," ""Windsor's""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
partitiondate,'partition date', 'partition-date', 'partitioned', 'partitions', 'partition'," ""partition's""", 'petitioned', 'partitioning', 'passionate',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
format,'format', 'formats', 'Fermat', 'formal', 'formed', 'for mat', 'for-mat', 'form at', 'form-at', 'Fotomat', 'form'," ""format's""", 'fort', 'frat', 'reformat'," ""Fermat's""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abi,'AB', 'AVI', 'ab', 'AI', 'Bi', 'bi', 'ABA', 'Abe', 'obi', 'ABC', 'ABM', 'ABS', 'abs', 'API', 'Ali', 'FBI', 'RBI', 'Abby', 'Ibo', 'abbe', 'OB', 'Ob', 'ob', 'ebb'," ""AB's""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
collectors,'collectors'," ""collector's""", 'collector', 'collects'," ""collect's""", 'collators'," ""collator's""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
planes,'planes'," ""plane's""", 'planers', 'planets', 'planed', 'plans', 'lanes', 'panes', 'plane'," ""plan's"""," ""planer's""", 'planners', 'plains', 'planer', 'planks', 'plants', 'places', 'planet', 'plates'," ""plain's"""," ""planner's""", 'plan es', 'plan-es'," ""Lane's"""," ""lane's"""," ""pane's"""," ""planet's"""," ""plank's"""," ""plant's"""," ""place's"""," ""plate's"""," ""Pliny's""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task2,task's, 'task', 'tasks', 'tusk', 'ask'," ""tack's"""," ""Tass's""", 'tasked'," ""tusk's""", 'Tass', 'tack', 'take', 'Sask', 'bask', 'cask', 'mask', 'talk', 'tank', 'desk', 'disk', 'dusk', 'tacks', 'teaks', 'tacky', 'taser'," ""teak's""", 'tusks', 'tags'," ""Ta's""", 'tars', 'taus', 'teak', 'teas', 'SK', 'ts', 'tsar'," ""tag's"""," ""Tao's""", 'Tomsk'," ""tar's""", 'tarsi'," ""tau's""", 'tease', 'tax'," ""T's""", 'tag', 'Stark', 'stack', 'stark', 'taxa', 'taxi'," ""tea's"""," ""Tc's"""," ""DA's"""," ""Te's"""," ""Ti's"""," ""Tu's"""," ""Ty's"""," ""ti's""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reported,'reported', 'reporter', 'deported', 'resorted', 'retorted', 'reputed', 'repeated', 're ported', 're-ported', 'report ed', 'report-ed', 'reporters', 'reports', 'ported', 'report', 'reportedly', 'rorted', 'repleted'," ""report's""", 'reposed', 'sported'," ""reporter's""", 'repartee', 'repented', 'riposted',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
synchronously,'synchronously', 'asynchronously', 'synchronous',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scaled,'scaled', 'scalded', 'scalped', 'scald', 'scales', 'scale', 'sealed', 'scared', 'staled', 'scarlet', 'scowled', 'sculled', 'suckled', 'scold', 'sacked', 'scrawled'," ""scale's""", 'called', 'coaled', 'sailed', 'scalds', 'squalled', 'cycled', 'scad', 'sled', 'sacred', 'slaked', 'scalier', 'scolded', 'schooled', 'squealed', 'Scala', 'salad', 'scaly', 'soled', 'descaled'," ""scald's""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
deserialization,'serialization', 'serialisation', 'demoralization', 'federalization', 'sterilization', 'serializations', 'decimalization', 'generalization', 'demoralisation', 'materialization'," ""serialization's""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ctxt,CT's, 'clxi', 'Crux', 'cortex', 'crux', 'TWX', 'TeX', 'Tex', 'tax', 'tux', 'Styx', 'catgut', 'codex', 'CDC', 'cats', 'cots', 'cuts', 'taxa', 'taxi', 'clix'," ""Tc's""", 'carts'," ""cat's""", 'coats', 'coots'," ""cot's""", 'cotes'," ""cut's""", 'clxii', 'taxer', 'CDs', 'Dix', 'qts'," ""Catt's"""," ""CD's"""," ""Cd's""", 'cads', 'cods', 'cogs', 'cuds', 'cactus'," ""Cato's"""," ""Cote's"""," ""cote's"""," ""CBC's"""," ""CFC's""", 'JCS'," ""Curt's"""," ""DC's"""," ""cart's"""," ""coat's"""," ""coot's"""," ""CAD's"""," ""GTE's"""," ""cad's"""," ""cod's"""," ""cog's"""," ""cud's"""," ""GATT's""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cfg,configuration file, 'Cf', 'cf', 'cg', 'CFC', 'CFO', 'cog', 'mfg', 'chg', 'JFK', 'KFC', 'caff', 'cuff', 'CGI', 'fag', 'fig', 'fog', 'fug', 'FCC', 'Cage', 'cafe', 'cage'," ""Cf's""", 'CV', 'jg', 'kg'," ""CFC's""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sse,system security engineering, 'SSW', 'SASE', 'SUSE', 'SE', 'SS', 'Se', 'SSA', 'SSS', 'Sue', 'see', 'sue', 'sea', 'saw'," ""S's""", 'SA', 'SW', 'sew', 'ESE', 'SST', 'Ste', 'use', 'she', 'ssh', 'S', 's', 'Sir', 'WSW', 'say', 'seer', 'sir', 'sow', 'Ce', 'SO', 'Si', 'Xe', 'so', 'Sui', 'Zoe', 'sci', 'sou', 'soy'," ""SSE's"""," ""W's"""," ""Y's"""," ""SE's"""," ""Se's""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bounded,'bounded', 'bonded', 'abounded', 'bundied', 'bounder', 'bounced', 'bounden', 'founded', 'hounded', 'mounded', 'pounded', 'rounded', 'sounded', 'wounded', 'banded', 'bunted', 'bound ed', 'bound-ed', 'bundled', 'bandied', 'boded', 'boned', 'bound', 'budded', 'rebounded',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
seconds,'seconds'," ""second's""", 'second', 'seconders', 'secants', 'sends'," ""seconder's""", 'seconder', 'scones'," ""secant's"""," ""scone's""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lc,'LC', 'lac', 'Cl', 'cl', 'LCD', 'LCM', 'LDC', 'KC', 'kc', 'C', 'L', 'c', 'l', 'LG', 'lg', 'lack', 'lick', 'lock', 'loco', 'luck', 'TLC', 'LA', 'LL', 'La', 'Le', 'Li', 'Lu', 'WC', 'cc', 'la', 'll', 'lo', 'AC', 'Ac', 'BC', 'DC', 'EC', 'LP', 'Ln', 'Lr', 'Lt', 'MC', 'NC', 'PC', 'QC', 'RC', 'SC', 'Sc', 'Tc', 'ac', 'dc', 'lb', 'ls', 'lag', 'leg', 'liq', 'log', 'lug'," ""L's""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rounds,'rounds'," ""round's""", 'round', 'grounds', 'rinds', 'rondos', 'bounds', 'founds', 'hounds', 'mounds', 'pounds', 'sounds', 'wounds', 'zounds', 'rounders', 'rends', 'runts'," ""rind's""", 'rebounds', 'redounds', 'resounds', 'rotundas', 'roundest', 'roundish', 'Ronda'," ""Ronda's"""," ""rondo's"""," ""Rand's"""," ""ground's"""," ""rand's""", 'rods', 'roundels', 'roundups', 'runs'," ""runt's""", 'refunds', 'rounder'," ""Pound's"""," ""bound's""", 'fronds'," ""hound's"""," ""mound's"""," ""pound's"""," ""sound's"""," ""wound's"""," ""Ron's""", 'roads', 'roans', 'rondo', 'roods', 'routs'," ""run's""", 'runes'," ""rebound's"""," ""roan's"""," ""rout's"""," ""Rhonda's"""," ""Rod's"""," ""rod's"""," ""rotunda's"""," ""Roland's"""," ""refund's"""," ""frond's"""," ""road's"""," ""rood's"""," ""rune's"""," ""Randi's"""," ""Randy's"""," ""roundup's""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
map1,map's, 'map', 'maps', 'MP', 'mp', 'mop', 'mope', 'amp', 'Mao'," ""MA's"""," ""ma's""", 'nap', 'MA', 'ma', 'AP', 'MVP', 'Mae', 'Mai', 'Mar', 'May', 'mar', 'maw', 'may', 'CAP', 'Gap', 'Jap', 'Mac', 'Maj', 'Man', 'SAP', 'bap', 'cap', 'gap', 'hap', 'lap', 'mac', 'mad', 'mag', 'mam', 'man', 'mas', 'mat', 'pap', 'rap', 'sap', 'tap', 'yap', 'zap',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
map2,map's, 'map', 'maps', 'MP', 'mp', 'mop', 'mope', 'amp', 'Mao'," ""MA's"""," ""ma's""", 'nap', 'MA', 'ma', 'AP', 'MVP', 'Mae', 'Mai', 'Mar', 'May', 'mar', 'maw', 'may', 'CAP', 'Gap', 'Jap', 'Mac', 'Maj', 'Man', 'SAP', 'bap', 'cap', 'gap', 'hap', 'lap', 'mac', 'mad', 'mag', 'mam', 'man', 'mas', 'mat', 'pap', 'rap', 'sap', 'tap', 'yap', 'zap',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
requirements,'requirements'," ""requirement's""", 'requirement', 'retirements'," ""retirement's"""," ""acquirement's""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nopartial,'no partial', 'no-partial', 'partial', 'nuptial', 'spatial', 'partially', 'nuptials', 'spacial'," ""nuptial's""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
solution,'solution', 'solutions', 'dilution'," ""solution's""", 'pollution', 'volition', 'resolution', 'isolation', 'spoliation', 'lotion', 'suction', 'Solon', 'salutation', 'dissolution', 'desolation',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
notmet,'nutmeat', 'not met', 'not-met', 'notate', 'notelet', 'noted', 'nutmeg', 'nutmeats', 'notated', 'domed', 'named', 'nomad', 'knotted'," ""nutmeat's""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ht,heat,height, 'hat', 'hit', 'hot', 'hut', 'HST', 'Hts', 'hgt', 'HR', 'gt', 'hr', 'Th', 'H', 'T', 'h', 't', 'Hutu', 'hate', 'HI', 'Ha', 'He', 'Ho', 'YT', 'ha', 'he', 'hi', 'ho', 'wt', 'At', 'CT', 'Ct', 'ET', 'HF', 'HM', 'HP', 'HQ', 'HS', 'Hf', 'Hg', 'Hz', 'IT', 'It', 'Lt', 'MT', 'Mt', 'NT', 'OT', 'PT', 'Pt', 'ST', 'St', 'UT', 'Ut', 'VT', 'Vt', 'at', 'ct', 'ft', 'hf', 'hp', 'it', 'kt', 'mt', 'pt', 'qt', 'rt', 'st', 'Hart', 'hart', 'heat', 'hoot', 'hurt', 'HDD', 'HUD', 'had', 'hid', 'hod'," ""H's"""," ""h'm"""," ""he'd""",,,,,,,,,,,,,,,,,,,
ufs,universal fighting sysytem, 'ifs', 'Ufa', 'US', 'us'," ""UHF's"""," ""if's"""," ""U's""", 'UFO', 'USS', 'UBS', 'UPS', 'ups'," ""UFO's"""," ""Ufa's""", 'IVs'," ""UV's""", 'effs', 'oafs', 'offs'," ""F's"""," ""IV's"""," ""US's"""," ""Ur's"""," ""Cf's"""," ""HF's"""," ""Hf's"""," ""Rf's"""," ""UK's"""," ""UN's"""," ""UT's"""," ""oaf's"""," ""Av's""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
connections,'connections'," ""connection's""", 'connection', 'confections', 'connect ions', 'connect-ions'," ""confection's"""," ""convection's""", 'concoctions', 'convictions'," ""concoction's"""," ""conduction's"""," ""congestion's"""," ""conviction's""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
txns,'Texan',transaction, 'tens', 'tins', 'tons', 'tuns', 'taxon', 'toxin', 'Texans', 'toxins', 'taxing'," ""Tc's""", 'TeXes'," ""Tex's""", 'Texas'," ""tax's""", 'taxes', 'taxis'," ""tux's""", 'tuxes'," ""Texan's"""," ""toxin's""", 'tags', 'tics', 'togs', 'tugs', 'taxa', 'TWX', 'TeX', 'Tex', 'tax', 'tux'," ""tic's"""," ""taxi's""", 'taxiing', 'taxi', 'Dixon'," ""tan's"""," ""ten's"""," ""tin's"""," ""ton's"""," ""tun's""", 'tokens'," ""TKO's"""," ""tag's"""," ""tog's"""," ""tug's"""," ""token's"""," ""Dixon's""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edits,'edits'," ""edit's""", 'edicts', 'edit', 'emits', 'editors', 'idiots', 'Edith', 'exits', 'audits', 'Odets', 'ed its', 'ed-its'," ""edict's"""," ""editor's""", 'diets', 'ditsy', 'dots'," ""idiot's""", 'EDT', 'eds', 'its'," ""Edith's""", 'admits', 'eddies', 'editor'," ""audit's""", 'DDTs'," ""Ed's""", 'Odis', 'ditz', 'eats'," ""ed's""", 'tits'," ""deity's""", 'reedits'," ""Dot's"""," ""diet's"""," ""dirt's"""," ""dot's"""," ""it's"""," ""Eddie's"""," ""oddity's"""," ""DAT's"""," ""tit's""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qjm,'QM', 'Qom', 'Jim', 'jam', 'km', 'TQM', 'Cm', 'GM', 'QC', 'cm', 'gm', 'jg', 'CAM', 'Com', 'Kim', 'cam', 'com', 'cum', 'gem', 'gum', 'gym', 'Jame', 'Jami', 'LCM', 'MGM', 'jamb', 'GMO', 'jag', 'jig', 'jog', 'jug',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
max,'Max', 'max', 'Marx', 'maxi', 'Mac', 'Manx', 'mac', 'MA', 'Mex', 'ma', 'mix', 'ax', 'macs', 'Maj', 'mag', 'mas', 'VAX', 'fax', 'lax', 'sax', 'tax', 'wax', 'mags', 'Mae', 'Mai', 'Mao', 'Mar', 'May', 'mar', 'maw', 'may', 'Man', 'mad', 'mam', 'man', 'map', 'mat', 'mks'," ""Mac's"""," ""mac's"""," ""Max's"""," ""max's"""," ""MA's"""," ""ma's"""," ""mag's"""," ""Mg's""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
default,'default', 'defaults', 'defaulter', 'dealt'," ""default's""", 'defaulted', 'fault',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
streams,'streams'," ""stream's""", 'steams', 'stream', 'screams', 'streaks', 'streamers', 'strums', 'st reams', 'st-reams', 'dreams'," ""steam's""", 'stress', 'stems'," ""strum's""", 'trams'," ""streamer's""", 'streamer'," ""scream's"""," ""streak's""", 'straws', 'strays', 'strews'," ""stria's"""," ""dream's"""," ""stem's"""," ""straw's"""," ""tram's"""," ""stray's""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
terminated,'terminated', 'terminates', 'terminate', 'germinated', 'dominated', 'tormented', 'terminator',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dependencies,'dependencies'," ""dependence's"""," ""dependency's""", 'dependence',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mapbinder,'map binder', 'map-binder', 'maunder', 'binder', 'minder', 'Fassbinder', 'pander', 'meander', 'ponder', 'Laplander', 'painter', 'marinade', 'Bender', 'Pindar', 'Pinter', 'bender', 'mender', 'minter', 'machined', 'mapping', 'pointer',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated,'generated', 'generates', 'generate', 'venerated', 'gene rated', 'gene-rated', 'genera ted', 'genera-ted', 'degenerated', 'regenerated', 'generator',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mcoordinator,'coordinator', 'coordinate', 'mordant', 'accordant',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vm1,'vim',virtual memory, 'BM', 'Cm'," ""V's""", 'cm', 'M', 'V', 'm', 'v'," ""I'm"""," ""h'm""", 'vamp', 'MA', 'ME', 'MI', 'MM', 'MO', 'MW', 'Me', 'Mo', 'VA', 'VI', 'Va', 'Wm', 'ma', 'me', 'mi', 'mm', 'mo', 'mu', 'my', 'vi', 'AM', 'Am', 'EM', 'FM', 'Fm', 'GM', 'HM', 'NM', 'PM', 'Pm', 'QM', 'Sm', 'TM', 'Tm', 'VD', 'VF', 'VG', 'VJ', 'VP', 'VT', 'Vt', 'am', 'em', 'gm', 'km', 'om', 'pm', 'rm', 'um', 'vb', 'vs', 'Mme', 'VOA', 'var', 'via', 'vie', 'vii', 'vow', 'womb', 'warm', 'wham', 'whim', 'whom', 'worm',,,,,,,,,,,,,,,,,,,,,,,
serializable,'realizable', 'realisable', 'serialize',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dls,'ls'," ""Del's""", 'dales', 'delis', 'doles'," ""D's""", 'DDS', 'DOS', 'Dis', 'dds', 'dis', 'dos', 'DHS', 'DPs', 'deals', 'dells', 'dials', 'dills', 'dolls', 'duels', 'dulls'," ""Tl's""", 'dolts'," ""Dale's"""," ""Dali's""", 'Dallas', 'Delius'," ""Dell's"""," ""Dial's"""," ""Dole's""", 'Dulles'," ""dale's"""," ""deal's""", 'delays'," ""deli's"""," ""dell's"""," ""dial's"""," ""dill's"""," ""dole's"""," ""doll's"""," ""duel's""", 'Del'," ""L's""", 'Las', 'Les', 'Los', 'idles', 'idols'," ""DA's""", 'Dale', 'Dali', 'Dell'," ""Di's""", 'Dias', 'Dole', 'Duse'," ""Dy's""", 'dais', 'dale', 'days', 'deli', 'dell', 'dies', 'dill'," ""do's""", 'does', 'dole', 'doll', 'dose', 'doss', 'dues', 'dull', 'duly', 'duos'," ""Al's"""," ""Cl's"""," ""DC's"""," ""DP's""", 'Tulsa'," ""XL's""", 'tales', 'talus', 'tiles', 'Tl', 'dz', 'ts'," ""DD's""", 'tails', 'teals', 'tells', 'tills', 'toils', 'tolls', 'tools'," ""T's"""," ""dolt's"""," ""idol's"""," ""Daley's"""," ""Darla's"""," ""Delia's"""
post,'Post', 'post', 'posit', 'pots', 'posts', 'posy', 'PST', 'pot', 'past', 'pest', 'psst', 'piste', 'Port', 'poet', 'port', 'pose', 'poss', 'pout', 'Host', 'cost', 'dost', 'host', 'lost', 'most', 'poster', 'postie', 'pasta', 'paste', 'pasty', 'pesto', 'posed', 'posh'," ""Po's"""," ""Post's"""," ""post's"""," ""pot's""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ooohml,'ohm', 'ohms', 'Ocaml', 'oomph', 'ormolu', 'Emil', 'pommel', 'moil', 'Opal', 'Opel', 'idol'," ""ohm's""", 'opal', 'XML', 'Hormel', 'Rommel', 'formal', 'normal', 'Moll', 'moll', 'AWOL', 'ecol', 'oral', 'oval'," ""O'Toole""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
disconnecting,'disconnecting', 'dis connecting', 'dis-connecting', 'disconnection', 'disconcerting', 'disconnect', 'discounting', 'disconnects', 'disconnected',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
muc3,'muck',music, 'much', 'MC', 'Mick', 'mica', 'mick', 'mucky', 'Mac', 'mac', 'mug', 'Mack', 'mock', 'murk'," ""mu's""", 'MOOC', 'Marc', 'MiG', 'mu', 'Mg', 'Mk', 'mg', 'mud', 'mum', 'mun', 'mus', 'Maj', 'Meg', 'mag', 'meg',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
